Title,Price_Raw,Price_PKR,Size_Raw,Size_Marla,Listing_URL,City,Property_Type,Bedrooms,Bathrooms,Location,Price_per_Marla,Area,Area_Grouped
River Garden 5 Marla House for sale,2.25 Crore,22500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gt_road_river_garden_housing_scheme_river_garden_5_marla_house_for_sale-54629918-10490-1.html,Gujrat,House,3.0,4.0,"GT Road, Gujrat, Punjab",4500000.0,GT Road,GT Road
5 Marla Newly Constructed Furnished House For Sale,2.75 Crore,27500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujrat_shadman_colony_5_marla_newly_constructed_furnished_house_for_sale-54165768-1031-1.html,Gujrat,House,6.0,5.0,"Shadman Colony, Gujrat, Punjab",5500000.0,Shadman Colony,Other
5 Marla Luxury Designer House,2.85 Crore,28500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gt_road_river_garden_housing_scheme_5_marla_luxury_designer_house-54256258-10490-1.html,Gujrat,House,4.0,6.0,"GT Road, Gujrat, Punjab",5700000.0,GT Road,GT Road
5 Marla Luxury Double Storey House,2.45 Crore,24500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gt_road_river_garden_housing_scheme_5_marla_luxury_double_storey_house-54311333-10490-1.html,Gujrat,House,5.0,6.0,"GT Road, Gujrat, Punjab",4900000.0,GT Road,GT Road
8 Marla Luxury House River Garden,3.99 Crore,39900000.0,8.0 Marla,8.0,https://www.zameen.com/Property/gt_road_river_garden_housing_scheme_8_marla_luxury_house_river_garden-54552240-10490-1.html,Gujrat,House,5.0,6.0,"GT Road, Gujrat, Punjab",4987500.0,GT Road,GT Road
8 Marla Luxury House River Garden,4.25 Crore,42500000.0,8.0 Marla,8.0,https://www.zameen.com/Property/gt_road_river_garden_housing_scheme_8_marla_luxury_house_river_garden-54552248-10490-1.html,Gujrat,House,5.0,6.0,"GT Road, Gujrat, Punjab",5312500.0,GT Road,GT Road
10 Marla House in Gujrat,3.5 Crore,35000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujrat_badshahi_road_10_marla_house_in_gujrat-54685981-5288-1.html,Gujrat,House,4.0,4.0,"Badshahi Road, Gujrat, Punjab",3500000.0,Badshahi Road,Other
10 Marla Luxury Victorian White House Double Highted,4.99 Crore,49900000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gt_road_river_garden_housing_scheme_10_marla_luxury_victorian_white_house_double_highted-54323468-10490-1.html,Gujrat,House,6.0,5.0,"GT Road, Gujrat, Punjab",4990000.0,GT Road,GT Road
5 Marla House,2.35 Crore,23500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gt_road_river_garden_housing_scheme_5_marla_house-54552221-10490-1.html,Gujrat,House,5.0,6.0,"GT Road, Gujrat, Punjab",4700000.0,GT Road,GT Road
8 Marla Luxury House,3.75 Crore,37500000.0,8.0 Marla,8.0,https://www.zameen.com/Property/gt_road_river_garden_housing_scheme_8_marla_luxury_house-54580734-10490-1.html,Gujrat,House,6.0,5.0,"GT Road, Gujrat, Punjab",4687500.0,GT Road,GT Road
14 Marla Corner Luxury House For Sale,6.45 Crore,64500000.0,14.0 Marla,14.0,https://www.zameen.com/Property/gt_road_river_garden_housing_scheme_14_marla_corner_luxury_house_for_sale-53480920-10490-1.html,Gujrat,House,6.0,6.0,"GT Road, Gujrat, Punjab",4607142.857142857,GT Road,GT Road
8 Marla Luxury House River Garden,4.25 Crore,42500000.0,8.0 Marla,8.0,https://www.zameen.com/Property/gt_road_river_garden_housing_scheme_8_marla_luxury_house_river_garden-53522374-10490-1.html,Gujrat,House,5.0,6.0,"GT Road, Gujrat, Punjab",5312500.0,GT Road,GT Road
8 Marla Luxury House River Garden,3.25 Crore,32500000.0,8.0 Marla,8.0,https://www.zameen.com/Property/gt_road_river_garden_housing_scheme_8_marla_luxury_house_river_garden-53538184-10490-1.html,Gujrat,House,5.0,6.0,"GT Road, Gujrat, Punjab",4062500.0,GT Road,GT Road
10 Marla Luxury House Is Available For Sale,4.75 Crore,47500000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gt_road_noor_garden_10_marla_luxury_house_is_available_for_sale-53538188-20530-1.html,Gujrat,House,5.0,6.0,"GT Road, Gujrat, Punjab",4750000.0,GT Road,GT Road
8 Marla Luxury House For Sale,3.5 Crore,35000000.0,8.0 Marla,8.0,https://www.zameen.com/Property/gujrat_shadman_colony_8_marla_luxury_house_for_sale-53538189-1031-1.html,Gujrat,House,5.0,6.0,"Shadman Colony, Gujrat, Punjab",4375000.0,Shadman Colony,Other
12 Marla Luxury House Furnished For Sale,5.5 Crore,55000000.0,12.0 Marla,12.0,https://www.zameen.com/Property/gt_road_river_garden_housing_scheme_12_marla_luxury_house_furnished_for_sale-52468082-10490-1.html,Gujrat,House,5.0,6.0,"GT Road, Gujrat, Punjab",4583333.333333333,GT Road,GT Road
10 Marla Luxury House River Garden,4.25 Crore,42500000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gt_road_river_garden_housing_scheme_10_marla_luxury_house_river_garden-49231042-10490-1.html,Gujrat,House,5.0,6.0,"GT Road, Gujrat, Punjab",4250000.0,GT Road,GT Road
This Is Your Chance To Buy House In New Shadman Colony,5.25 Crore,52500000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujrat_new_shadman_colony_this_is_your_chance_to_buy_house_in_new_shadman_colony-52315237-5314-1.html,Gujrat,House,5.0,6.0,"New Shadman Colony, Gujrat, Punjab",5250000.0,New Shadman Colony,Other
Luxury House Interior Design House For Sale Near All Live Facilities Near To Park Restaurant Mall Mosque,6.75 Crore,67500000.0,14.0 Marla,14.0,https://www.zameen.com/Property/gt_road_river_garden_housing_scheme_luxury_house_interior_design_house_for_sale_near_all_live_facilities_near_to_park_restaurant_mall_mosque-47780263-10490-1.html,Gujrat,House,6.0,6.0,"GT Road, Gujrat, Punjab",4821428.571428572,GT Road,GT Road
Become Owner Of Your House Today Which Is Centrally Located In River Garden Housing Scheme In Gujrat,4.35 Crore,43500000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gt_road_river_garden_housing_scheme_become_owner_of_your_house_today_which_is_centrally_located_in_river_garden_housing_scheme_in_gujrat-48310174-10490-1.html,Gujrat,House,5.0,6.0,"GT Road, Gujrat, Punjab",4350000.0,GT Road,GT Road
In River Garden Housing Scheme House For Sale Sized 14 Marla,6.99 Crore,69900000.0,14.0 Marla,14.0,https://www.zameen.com/Property/gt_road_river_garden_housing_scheme_in_river_garden_housing_scheme_house_for_sale_sized_14_marla-51937335-10490-1.html,Gujrat,House,5.0,6.0,"GT Road, Gujrat, Punjab",4992857.142857143,GT Road,GT Road
8 Marla Luxury House New Model Town,3.75 Crore,37500000.0,8.0 Marla,8.0,https://www.zameen.com/Property/gujrat_new_model_town_8_marla_luxury_house_new_model_town-51937925-11710-1.html,Gujrat,House,5.0,6.0,"New Model Town, Gujrat, Punjab",4687500.0,New Model Town,Other
10 Marla Luxury Spanish Villa Near Live All Facilities,4.0 Crore,40000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujrat_new_model_town_10_marla_luxury_spanish_villa_near_live_all_facilities-51941642-11710-1.html,Gujrat,House,5.0,6.0,"New Model Town, Gujrat, Punjab",4000000.0,New Model Town,Other
8 Marla Luxury House River Garden,4.2 Crore,42000000.0,8.0 Marla,8.0,https://www.zameen.com/Property/gt_road_river_garden_housing_scheme_8_marla_luxury_house_river_garden-53307476-10490-1.html,Gujrat,House,5.0,6.0,"GT Road, Gujrat, Punjab",5250000.0,GT Road,GT Road
Buy 10 Marla House At Highly Affordable Price,4.99 Crore,49900000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujrat_shadman_colony_buy_10_marla_house_at_highly_affordable_price-47476304-1031-1.html,Gujrat,House,5.0,6.0,"Shadman Colony, Gujrat, Punjab",4990000.0,Shadman Colony,Other
3 Marla House For Sale,1.1 Crore,11000000.0,3.0 Marla,3.0,https://www.zameen.com/Property/gujrat_taimoor_chowk_3_marla_house_for_sale-49123173-10816-1.html,Gujrat,House,4.0,4.0,"Taimoor Chowk, Gujrat, Punjab",3666666.6666666665,Taimoor Chowk,Other
14 Marla Luxury Villa Is Available For Sale,7.5 Crore,75000000.0,14.0 Marla,14.0,https://www.zameen.com/Property/gujrat_shadman_colony_14_marla_luxury_villa_is_available_for_sale-49126057-1031-1.html,Gujrat,House,6.0,6.0,"Shadman Colony, Gujrat, Punjab",5357142.857142857,Shadman Colony,Other
10 Marla Luxury House Noor Garden,4.25 Crore,42500000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gt_road_noor_garden_10_marla_luxury_house_noor_garden-53451578-20530-1.html,Gujrat,House,5.0,6.0,"GT Road, Gujrat, Punjab",4250000.0,GT Road,GT Road
5 Marla Luxury House Is Available For Sale,2.45 Crore,24500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujrat_chenab_orchard_5_marla_luxury_house_is_available_for_sale-53538179-17624-1.html,Gujrat,House,4.0,6.0,"Chenab Orchard, Gujrat, Punjab",4900000.0,Chenab Orchard,Other
7 Marla Luxury House,3.9 Crore,39000000.0,7.0 Marla,7.0,https://www.zameen.com/Property/gujrat_shadman_colony_7_marla_luxury_house-53538190-1031-1.html,Gujrat,House,5.0,6.0,"Shadman Colony, Gujrat, Punjab",5571428.571428572,Shadman Colony,Other
8 Marla Luxury House Model Town,3.75 Crore,37500000.0,8.0 Marla,8.0,https://www.zameen.com/Property/gujrat_model_town_8_marla_luxury_house_model_town-53218078-5311-1.html,Gujrat,House,5.0,6.0,"Model Town, Gujrat, Punjab",4687500.0,Model Town,Other
10 Marla Luxury House River Garden,4.25 Crore,42500000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gt_road_river_garden_housing_scheme_10_marla_luxury_house_river_garden-53538182-10490-1.html,Gujrat,House,5.0,6.0,"GT Road, Gujrat, Punjab",4250000.0,GT Road,GT Road
Luxury Interior Designer House For Sale River Garden,6.99 Crore,69900000.0,14.0 Marla,14.0,https://www.zameen.com/Property/gt_road_river_garden_housing_scheme_luxury_interior_designer_house_for_sale_river_garden-53450043-10490-1.html,Gujrat,House,5.0,6.0,"GT Road, Gujrat, Punjab",4992857.142857143,GT Road,GT Road
8 Marla Luxury House River Garden 50 Feet Road,4.35 Crore,43500000.0,8.0 Marla,8.0,https://www.zameen.com/Property/gt_road_river_garden_housing_scheme_8_marla_luxury_house_river_garden_50_feet_road-53543096-10490-1.html,Gujrat,House,5.0,6.0,"GT Road, Gujrat, Punjab",5437500.0,GT Road,GT Road
7 Marla Corner House For Sale In River Garden,3.0 Crore,30000000.0,7.0 Marla,7.0,https://www.zameen.com/Property/gt_road_river_garden_housing_scheme_7_marla_corner_house_for_sale_in_river_garden-53218083-10490-1.html,Gujrat,House,5.0,6.0,"GT Road, Gujrat, Punjab",4285714.285714285,GT Road,GT Road
8 Marla Victorian House For Sale,3.95 Crore,39500000.0,8.0 Marla,8.0,https://www.zameen.com/Property/gt_road_river_garden_housing_scheme_8_marla_victorian_house_for_sale-53479773-10490-1.html,Gujrat,House,5.0,6.0,"GT Road, Gujrat, Punjab",4937500.0,GT Road,GT Road
10 Marla Luxury House River Garden,4.2 Crore,42000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gt_road_river_garden_housing_scheme_10_marla_luxury_house_river_garden-53708138-10490-1.html,Gujrat,House,5.0,6.0,"GT Road, Gujrat, Punjab",4200000.0,GT Road,GT Road
5 Marla House Model Town For Sale,2.1 Crore,21000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujrat_model_town_5_marla_house_model_town_for_sale-54352364-5311-1.html,Gujrat,House,5.0,6.0,"Model Town, Gujrat, Punjab",4200000.0,Model Town,Other
Get In Touch Now To Buy A 5 Marla House In River Garden Housing Scheme Gujrat,1.95 Crore,19500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gt_road_river_garden_housing_scheme_get_in_touch_now_to_buy_a_5_marla_house_in_river_garden_housing_scheme_gujrat-48310162-10490-1.html,Gujrat,House,3.0,3.0,"GT Road, Gujrat, Punjab",3900000.0,GT Road,GT Road
10 Marla Luxury House River Garden,5.24 Crore,52400000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gt_road_river_garden_housing_scheme_10_marla_luxury_house_river_garden-53496501-10490-1.html,Gujrat,House,5.0,6.0,"GT Road, Gujrat, Punjab",5240000.0,GT Road,GT Road
Centrally Located House In River Garden Housing Scheme Is Available For Sale,2.5 Crore,25000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gt_road_river_garden_housing_scheme_centrally_located_house_in_river_garden_housing_scheme_is_available_for_sale-53461791-10490-1.html,Gujrat,House,4.0,6.0,"GT Road, Gujrat, Punjab",5000000.0,GT Road,GT Road
10 Marla Luxury House In River Garden,5.2 Crore,52000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gt_road_river_garden_housing_scheme_10_marla_luxury_house_in_river_garden-53187789-10490-1.html,Gujrat,House,5.0,5.0,"GT Road, Gujrat, Punjab",5200000.0,GT Road,GT Road
4 Marla Luxury House Own Build Owner For Sale,1.75 Crore,17500000.0,4.0 Marla,4.0,https://www.zameen.com/Property/gujrat_al_nabi_colony_4_marla_luxury_house_own_build_owner_for_sale-49742918-11462-1.html,Gujrat,House,4.0,4.0,"Al Nabi Colony, Gujrat, Punjab",4375000.0,Al Nabi Colony,Other
8 Marla Luxury House In   River Garden Housing Scheme Gujrat,3.95 Crore,39500000.0,8.0 Marla,8.0,https://www.zameen.com/Property/gt_road_river_garden_housing_scheme_8_marla_luxury_house_in_river_garden_housing_scheme_gujrat-49426809-10490-1.html,Gujrat,House,5.0,6.0,"GT Road, Gujrat, Punjab",4937500.0,GT Road,GT Road
Grey Structure House 10 Marla,2.7 Crore,27000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gt_road_noor_garden_grey_structure_house_10_marla-49415298-20530-1.html,Gujrat,House,5.0,6.0,"GT Road, Gujrat, Punjab",2700000.0,GT Road,GT Road
8 Marla Luxury 3 Storey House In  River Garden,3.1 Crore,31000000.0,8.0 Marla,8.0,https://www.zameen.com/Property/gt_road_river_garden_housing_scheme_8_marla_luxury_3_storey_house_in_river_garden-49426822-10490-1.html,Gujrat,House,5.0,6.0,"GT Road, Gujrat, Punjab",3875000.0,GT Road,GT Road
5 Marla Luxury House Chinnab City Housing Society,2.2 Crore,22000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gt_road_chenaab_city_5_marla_luxury_house_chinnab_city_housing_society-53496290-21782-1.html,Gujrat,House,3.0,4.0,"GT Road, Gujrat, Punjab",4400000.0,GT Road,GT Road
New Build Modern 5 Marla House In E Block,1.97 Crore,19700000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gt_road_river_garden_housing_scheme_new_build_modern_5_marla_house_in_e_block-54615040-10490-1.html,Gujrat,House,5.0,5.0,"GT Road, Gujrat, Punjab",3940000.0,GT Road,GT Road
Elegant Corner House for Sale,2.6 Crore,26000000.0,7.0 Marla,7.0,https://www.zameen.com/Property/gujrat_gulshan_colony_elegant_corner_house_for_sale-54605668-1009-1.html,Gujrat,House,3.0,3.0,"Gulshan Colony, Gujrat, Punjab",3714285.714285714,Gulshan Colony,Other
"8 Marla Corner Grey Structure For Sale At Star Colony Near Zamindar Degree College, Bhimber Road, Gujrat",1.75 Crore,17500000.0,8.0 Marla,8.0,https://www.zameen.com/Property/gujrat_star_colony_8_marla_corner_grey_structure_for_sale_at_star_colony_near_zamindar_degree_college_bhimber_road_gujrat-54586135-10814-1.html,Gujrat,House,5.0,6.0,"Star Colony, Gujrat, Punjab",2187500.0,Star Colony,Other
5 Marla Ultra Modern House Available For Sale In Citi Housing Gujranwala,1.65 Crore,16500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_5_marla_ultra_modern_house_available_for_sale_in_citi_housing_gujranwala-54639661-3083-1.html,Gujranwala,House,4.0,5.0,"Citi Housing Society, Gujranwala, Punjab",3300000.0,Citi Housing Society,Citi Housing Society
Facing Park Citi Housing Society House Sized 10 Marla Is Available,4.8 Crore,48000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_facing_park_citi_housing_society_house_sized_10_marla_is_available-54686999-3083-1.html,Gujranwala,House,6.0,6.0,"Citi Housing Society, Gujranwala, Punjab",4800000.0,Citi Housing Society,Citi Housing Society
5.5 Marla Modern House For Sale,2.2 Crore,22000000.0,5.5 Marla,5.5,https://www.zameen.com/Property/gujranwala_citi_housing_society_5_5_marla_modern_house_for_sale-54640624-3083-1.html,Gujranwala,House,4.0,4.0,"Citi Housing Society, Gujranwala, Punjab",4000000.0,Citi Housing Society,Citi Housing Society
"5-Marla Villa in Sector A-1 , DHA Gujranwala Phase-1",1.55 Crore,15500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_dha_defence_5-marla_villa_in_sector_a-1_dha_gujranwala_phase-1-54601870-5121-1.html,Gujranwala,House,3.0,4.0,"DHA Defence, Gujranwala, Punjab",3100000.0,DHA Defence,DHA Defence
5 M Category House For Sale On 100 Feet,2.3 Crore,23000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/dha_defence_dha_sector_g_5_m_category_house_for_sale_on_100_feet-53929849-18426-1.html,Gujranwala,House,3.0,4.0,"DHA Defence, Gujranwala, Punjab",4600000.0,DHA Defence,DHA Defence
10 Marla New،Brand House Block Merjan Dc Colony Gujranwala Demand 4core 25 Lac,4.25 Crore,42500000.0,10.0 Marla,10.0,https://www.zameen.com/Property/dc_colony_dc_colony_-_mehran_block_10_marla_new_brand_house_block_merjan_dc_colony_gujranwala_demand_4core_25_lac-54643182-10116-1.html,Gujranwala,House,5.0,6.0,"DC Colony, Gujranwala, Punjab",4250000.0,DC Colony,DC Colony
Prime Location 5 Marla House For Sale In Citi Housing Society Citi Housing Society,1.9 Crore,19000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_prime_location_5_marla_house_for_sale_in_citi_housing_society_citi_housing_society-54430558-3083-1.html,Gujranwala,House,4.0,4.0,"Citi Housing Society, Gujranwala, Punjab",3800000.0,Citi Housing Society,Citi Housing Society
5.5 MARLA BRAND NEW HOUSE AVAILABLE FOR SALE (AT REASONABLE PRICE) IN CITI HOUSING GUJRANWALA,2.6 Crore,26000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_5_5_marla_brand_new_house_available_for_sale_at_reasonable_price_in_citi_housing_gujranwala-54567355-3083-1.html,Gujranwala,House,4.0,5.0,"Citi Housing Society, Gujranwala, Punjab",5200000.0,Citi Housing Society,Citi Housing Society
BRAND NEW HOUSE AVAILABLE FOR SALE (AT REASONABLE PRICE) IN CITI HOUSING GUJRANWALA,2.2 Crore,22000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/citi_housing_society_citi_housing_-_phase_1_brand_new_house_available_for_sale_at_reasonable_price_in_citi_housing_gujranwala-54416269-3084-1.html,Gujranwala,House,4.0,5.0,"Citi Housing Society, Gujranwala, Punjab",4400000.0,Citi Housing Society,Citi Housing Society
On Your Ideal Location This 5 Marla Spanish Style House Available For Sale In Citi Housing Gujranwala,2.8 Crore,28000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_on_your_ideal_location_this_5_marla_spanish_style_house_available_for_sale_in_citi_housing_gujranwala-54586817-3083-1.html,Gujranwala,House,4.0,5.0,"Citi Housing Society, Gujranwala, Punjab",5600000.0,Citi Housing Society,Citi Housing Society
Facing Park House In Citi Housing Society Sized 10 Marla Is Available,4.8 Crore,48000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_facing_park_house_in_citi_housing_society_sized_10_marla_is_available-54688331-3083-1.html,Gujranwala,House,6.0,6.0,"Citi Housing Society, Gujranwala, Punjab",4800000.0,Citi Housing Society,Citi Housing Society
5 MARLA SLIGHTLY USED HOUSE AVAILABLE FOR SALE (AT REASONABLE PRICE) IN CITI HOUSING GUJRANWALA,1.85 Crore,18500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_5_marla_slightly_used_house_available_for_sale_at_reasonable_price_in_citi_housing_gujranwala-54532305-3083-1.html,Gujranwala,House,5.0,5.0,"Citi Housing Society, Gujranwala, Punjab",3700000.0,Citi Housing Society,Citi Housing Society
7.25 MARLA BRAND NEW HOUSE AVAILABLE FOR SALE,3.25 Crore,32500000.0,7.0 Marla,7.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_7_25_marla_brand_new_house_available_for_sale-54531891-3083-1.html,Gujranwala,House,5.0,5.0,"Citi Housing Society, Gujranwala, Punjab",4642857.142857143,Citi Housing Society,Citi Housing Society
5 MARLA BRAND NEW HOUSE AVAILABLE FOR SALE (AT REASONABLE PRICE) IN CITI HOUSING GUJRANWALA,1.75 Crore,17500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_5_marla_brand_new_house_available_for_sale_at_reasonable_price_in_citi_housing_gujranwala-54531927-3083-1.html,Gujranwala,House,4.0,5.0,"Citi Housing Society, Gujranwala, Punjab",3500000.0,Citi Housing Society,Citi Housing Society
5 MARLA BRAND NEW HOUSE AVAILABLE FOR SALE (AT REASONABLE PRICE) IN CITI HOUSING GUJRANWALA,1.9 Crore,19000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_5_marla_brand_new_house_available_for_sale_at_reasonable_price_in_citi_housing_gujranwala-54532194-3083-1.html,Gujranwala,House,4.0,5.0,"Citi Housing Society, Gujranwala, Punjab",3800000.0,Citi Housing Society,Citi Housing Society
Prime Location In Citi Housing Society 10 Marla House For sale,5.5 Crore,55000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_prime_location_in_citi_housing_society_10_marla_house_for_sale-54621748-3083-1.html,Gujranwala,House,5.0,5.0,"Citi Housing Society, Gujranwala, Punjab",5500000.0,Citi Housing Society,Citi Housing Society
6.5 MARLA BRAND NEW HOUSE AVAILABLE FOR SALE (AT REASONABLE PRICE) IN ROYAL PALM CITY GUJRANWALA,2.45 Crore,24500000.0,6.5 Marla,6.5,https://www.zameen.com/Property/gujranwala_palm_city_housing_scheme_6_5_marla_brand_new_house_available_for_sale_at_reasonable_price_in_royal_palm_city_gujranwala-54540023-9111-1.html,Gujranwala,House,4.0,5.0,"Palm City Housing Scheme, Gujranwala, Punjab",3769230.769230769,Palm City Housing Scheme,Palm City Housing Scheme
5 MARLA BRAND NEW HOUSE AVAILABLE FOR SALE,1.75 Crore,17500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_5_marla_brand_new_house_available_for_sale-54532268-3083-1.html,Gujranwala,House,4.0,5.0,"Citi Housing Society, Gujranwala, Punjab",3500000.0,Citi Housing Society,Citi Housing Society
5.5 MARLA BRAND NEW HOUSE AVAILABLE FOR SALE (AT REASONABLE PRICE) IN CITI HOUSING GUJRANWALA,2.25 Crore,22500000.0,5.5 Marla,5.5,https://www.zameen.com/Property/gujranwala_citi_housing_society_5_5_marla_brand_new_house_available_for_sale_at_reasonable_price_in_citi_housing_gujranwala-54531982-3083-1.html,Gujranwala,House,4.0,5.0,"Citi Housing Society, Gujranwala, Punjab",4090909.090909091,Citi Housing Society,Citi Housing Society
5 MARLA BRAND NEW HOUSE AVAILABLE FOR SALE,1.9 Crore,19000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_5_marla_brand_new_house_available_for_sale-54532152-3083-1.html,Gujranwala,House,4.0,5.0,"Citi Housing Society, Gujranwala, Punjab",3800000.0,Citi Housing Society,Citi Housing Society
5 MARLA BRAND NEW HOUSE AVAILABLE FOR SALE (AT REASONABLE PRICE) IN CITI HOUSING GUJRANWALA,2.2 Crore,22000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_5_marla_brand_new_house_available_for_sale_at_reasonable_price_in_citi_housing_gujranwala-54532177-3083-1.html,Gujranwala,House,6.0,6.0,"Citi Housing Society, Gujranwala, Punjab",4400000.0,Citi Housing Society,Citi Housing Society
5 MARLA BRAND NEW HOUSE AVAILABLE FOR SALE (AT REASONABLE PRICE) IN CITI HOUSING GUJRANWALA,1.8 Crore,18000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_5_marla_brand_new_house_available_for_sale_at_reasonable_price_in_citi_housing_gujranwala-54532057-3083-1.html,Gujranwala,House,4.0,5.0,"Citi Housing Society, Gujranwala, Punjab",3600000.0,Citi Housing Society,Citi Housing Society
You Can Find A Gorgeous Prime Location House For Sale In Wapda Town,3.0 Crore,30000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_wapda_town_you_can_find_a_gorgeous_prime_location_house_for_sale_in_wapda_town-54669081-430-1.html,Gujranwala,House,5.0,5.0,"Wapda Town, Gujranwala, Punjab",3000000.0,Wapda Town,Wapda Town
5 Marla VILLA For Sale,1.55 Crore,15500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_dha_defence_5_marla_villa_for_sale-52194918-5121-1.html,Gujranwala,House,3.0,4.0,"DHA Defence, Gujranwala, Punjab",3100000.0,DHA Defence,DHA Defence
5 Marla Modern House Double-Height Living | Best Price,1.9 Crore,19000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_5_marla_modern_house_double-height_living_best_price-54612257-3083-1.html,Gujranwala,House,4.0,4.0,"Citi Housing Society, Gujranwala, Punjab",3800000.0,Citi Housing Society,Citi Housing Society
On Excellent Location House In Citi Housing Society For sale,1.75 Crore,17500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_on_excellent_location_house_in_citi_housing_society_for_sale-54602826-3083-1.html,Gujranwala,House,4.0,4.0,"Citi Housing Society, Gujranwala, Punjab",3500000.0,Citi Housing Society,Citi Housing Society
Investors Should Sale This Prime Location House Located Ideally In Citi Housing Society,4.25 Crore,42500000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_investors_should_sale_this_prime_location_house_located_ideally_in_citi_housing_society-54568648-3083-1.html,Gujranwala,House,5.0,5.0,"Citi Housing Society, Gujranwala, Punjab",4250000.0,Citi Housing Society,Citi Housing Society
Get Your Hands On Prime Location House In Gujranwala Best Area,3.8 Crore,38000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/eminabad_more_royal_palm_city_get_your_hands_on_prime_location_house_in_gujranwala_best_area-54281920-11297-1.html,Gujranwala,House,5.0,5.0,"Eminabad More, Gujranwala, Punjab",3800000.0,Eminabad More,Eminabad More
10 Marla Ultra Modern House For Sale | Near Commercial Market | Citi Housing Gujranwala,5.25 Crore,52500000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_10_marla_ultra_modern_house_for_sale_near_commercial_market_citi_housing_gujranwala-54689011-3083-1.html,Gujranwala,House,6.0,6.0,"Citi Housing Society, Gujranwala, Punjab",5250000.0,Citi Housing Society,Citi Housing Society
Fully Furnished 12 Kv Sollar Installed 5 Marla House Available For Sale Citi Housing,2.4 Crore,24000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_fully_furnished_12_kv_sollar_installed_5_marla_house_available_for_sale_citi_housing-54225618-3083-1.html,Gujranwala,House,4.0,5.0,"Citi Housing Society, Gujranwala, Punjab",4800000.0,Citi Housing Society,Citi Housing Society
