Title,Price_Raw,Price_PKR,Size_Raw,Size_Marla,Listing_URL,City,Property_Type,Bedrooms,Bathrooms,Location,Price_per_Marla,Area,Area_Grouped
Good Location 6 Marla House In DHA Sector A - Rachna Villas For Sale At Good Location,2.15 Crore,21500000.0,6.0 Marla,6.0,https://www.zameen.com/Property/dha_sector_a_dha_sector_a_-_rachna_villas_good_location_6_marla_house_in_dha_sector_a_-_rachna_villas_for_sale_at_good_location-54604202-21898-1.html,Gujranwala,House,4.0,4.0,"DHA Defence, Gujranwala, Punjab",3583333.3333333335,DHA Defence,DHA Defence
Good Location DHA Sector A - Rachna Villas House For sale Sized 6 Marla,2.25 Crore,22500000.0,6.0 Marla,6.0,https://www.zameen.com/Property/dha_sector_a_dha_sector_a_-_rachna_villas_good_location_dha_sector_a_-_rachna_villas_house_for_sale_sized_6_marla-54604204-21898-1.html,Gujranwala,House,4.0,4.0,"DHA Defence, Gujranwala, Punjab",3750000.0,DHA Defence,DHA Defence
Good Location House For sale In Beautiful DHA Sector A - Rachna Villas,3.35 Crore,33500000.0,10.0 Marla,10.0,https://www.zameen.com/Property/dha_sector_a_dha_sector_a_-_rachna_villas_good_location_house_for_sale_in_beautiful_dha_sector_a_-_rachna_villas-54604205-21898-1.html,Gujranwala,House,5.0,6.0,"DHA Defence, Gujranwala, Punjab",3350000.0,DHA Defence,DHA Defence
Get An Attractive Good Location House In Gujranwala Under Rs. 34500000,3.45 Crore,34500000.0,10.0 Marla,10.0,https://www.zameen.com/Property/dha_sector_a_dha_sector_a_-_rachna_villas_get_an_attractive_good_location_house_in_gujranwala_under_rs_34500000-54604206-21898-1.html,Gujranwala,House,5.0,6.0,"DHA Defence, Gujranwala, Punjab",3450000.0,DHA Defence,DHA Defence
Good Location In DHA Sector A - Rachna Villas House For Sale Sized 10 Marla,3.55 Crore,35500000.0,10.0 Marla,10.0,https://www.zameen.com/Property/dha_sector_a_dha_sector_a_-_rachna_villas_good_location_in_dha_sector_a_-_rachna_villas_house_for_sale_sized_10_marla-54604207-21898-1.html,Gujranwala,House,5.0,6.0,"DHA Defence, Gujranwala, Punjab",3550000.0,DHA Defence,DHA Defence
Good Location House Of 10 Marla Available For Sale In DHA Sector A - Rachna Villas,3.6 Crore,36000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/dha_sector_a_dha_sector_a_-_rachna_villas_good_location_house_of_10_marla_available_for_sale_in_dha_sector_a_-_rachna_villas-54604208-21898-1.html,Gujranwala,House,5.0,6.0,"DHA Defence, Gujranwala, Punjab",3600000.0,DHA Defence,DHA Defence
Want To Buy A Prime Location House In Citi Housing Society?,1.95 Crore,19500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_want_to_buy_a_prime_location_house_in_citi_housing_society-54281122-3083-1.html,Gujranwala,House,4.0,4.0,"Citi Housing Society, Gujranwala, Punjab",3900000.0,Citi Housing Society,Citi Housing Society
Prime Location 10 Marla House For sale In Rs. 49000000 Only,4.9 Crore,49000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_prime_location_10_marla_house_for_sale_in_rs_49000000_only-54578913-3083-1.html,Gujranwala,House,5.0,5.0,"Citi Housing Society, Gujranwala, Punjab",4900000.0,Citi Housing Society,Citi Housing Society
Good Location House For Sale In DHA Sector A - Rachna Villas,3.35 Crore,33500000.0,10.0 Marla,10.0,https://www.zameen.com/Property/dha_sector_a_dha_sector_a_-_rachna_villas_good_location_house_for_sale_in_dha_sector_a_-_rachna_villas-54501890-21898-1.html,Gujranwala,House,5.0,6.0,"DHA Defence, Gujranwala, Punjab",3350000.0,DHA Defence,DHA Defence
"Good Location 10 Marla House Available For Sale In DHA Sector A - Rachna Villas, Gujranwala",3.35 Crore,33500000.0,10.0 Marla,10.0,https://www.zameen.com/Property/dha_sector_a_dha_sector_a_-_rachna_villas_good_location_10_marla_house_available_for_sale_in_dha_sector_a_-_rachna_villas_gujranwala-53848304-21898-1.html,Gujranwala,House,5.0,5.0,"DHA Defence, Gujranwala, Punjab",3350000.0,DHA Defence,DHA Defence
Prime Location House In Citi Housing Society Sized 5 Marla Is Available,2.15 Crore,21500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_prime_location_house_in_citi_housing_society_sized_5_marla_is_available-54563192-3083-1.html,Gujranwala,House,4.0,4.0,"Citi Housing Society, Gujranwala, Punjab",4300000.0,Citi Housing Society,Citi Housing Society
5 Marla Designer Build House For Sale,2.6 Crore,26000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_5_marla_designer_build_house_for_sale-54193274-3083-1.html,Gujranwala,House,4.0,6.0,"Citi Housing Society, Gujranwala, Punjab",5200000.0,Citi Housing Society,Citi Housing Society
5 MARLA BRAND NEW HOUSE AVAILABLE FOR SALE (AT REASONABLE PRICE) IN CITI HOUSING GUJRANWALA,1.9 Crore,19000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_5_marla_brand_new_house_available_for_sale_at_reasonable_price_in_citi_housing_gujranwala-54470941-3083-1.html,Gujranwala,House,4.0,5.0,"Citi Housing Society, Gujranwala, Punjab",3800000.0,Citi Housing Society,Citi Housing Society
Spacious Good Location House Is Available In DHA Sector A - Rachna Villas For Sale,3.35 Crore,33500000.0,10.0 Marla,10.0,https://www.zameen.com/Property/dha_sector_a_dha_sector_a_-_rachna_villas_spacious_good_location_house_is_available_in_dha_sector_a_-_rachna_villas_for_sale-54512534-21898-1.html,Gujranwala,House,5.0,6.0,"DHA Defence, Gujranwala, Punjab",3350000.0,DHA Defence,DHA Defence
Your Search For Good Location House In Gujranwala Ends Here,3.55 Crore,35500000.0,10.0 Marla,10.0,https://www.zameen.com/Property/dha_sector_a_dha_sector_a_-_rachna_villas_your_search_for_good_location_house_in_gujranwala_ends_here-54512538-21898-1.html,Gujranwala,House,5.0,6.0,"DHA Defence, Gujranwala, Punjab",3550000.0,DHA Defence,DHA Defence
Good Location 10 Marla House For Sale Available In DHA Defence,3.45 Crore,34500000.0,10.0 Marla,10.0,https://www.zameen.com/Property/dha_sector_a_dha_sector_a_-_rachna_villas_good_location_10_marla_house_for_sale_available_in_dha_defence-54512536-21898-1.html,Gujranwala,House,5.0,6.0,"DHA Defence, Gujranwala, Punjab",3450000.0,DHA Defence,DHA Defence
Good Location Affordable House For Sale In DHA Sector A - Rachna Villas,3.4 Crore,34000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/dha_sector_a_dha_sector_a_-_rachna_villas_good_location_affordable_house_for_sale_in_dha_sector_a_-_rachna_villas-54512535-21898-1.html,Gujranwala,House,5.0,6.0,"DHA Defence, Gujranwala, Punjab",3400000.0,DHA Defence,DHA Defence
A Palatial Residence For Good Location Sale In DHA Sector A - Rachna Villas Gujranwala,3.5 Crore,35000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/dha_sector_a_dha_sector_a_-_rachna_villas_a_palatial_residence_for_good_location_sale_in_dha_sector_a_-_rachna_villas_gujranwala-54512537-21898-1.html,Gujranwala,House,5.0,6.0,"DHA Defence, Gujranwala, Punjab",3500000.0,DHA Defence,DHA Defence
"Good Location House Of 6 Marla Is Available For Sale In DHA Sector A - Rachna Villas, Gujranwala",2.25 Crore,22500000.0,6.0 Marla,6.0,https://www.zameen.com/Property/dha_sector_a_dha_sector_a_-_rachna_villas_good_location_house_of_6_marla_is_available_for_sale_in_dha_sector_a_-_rachna_villas_gujranwala-54512533-21898-1.html,Gujranwala,House,4.0,6.0,"DHA Defence, Gujranwala, Punjab",3750000.0,DHA Defence,DHA Defence
Perfect Good Location 6 Marla House In DHA Sector A - Rachna Villas For Sale,2.15 Crore,21500000.0,6.0 Marla,6.0,https://www.zameen.com/Property/dha_sector_a_dha_sector_a_-_rachna_villas_perfect_good_location_6_marla_house_in_dha_sector_a_-_rachna_villas_for_sale-54512531-21898-1.html,Gujranwala,House,4.0,4.0,"DHA Defence, Gujranwala, Punjab",3583333.3333333335,DHA Defence,DHA Defence
Your Dream Good Location 6 Marla House Is Available In DHA Sector A - Rachna Villas,2.2 Crore,22000000.0,6.0 Marla,6.0,https://www.zameen.com/Property/dha_sector_a_dha_sector_a_-_rachna_villas_your_dream_good_location_6_marla_house_is_available_in_dha_sector_a_-_rachna_villas-54512532-21898-1.html,Gujranwala,House,4.0,4.0,"DHA Defence, Gujranwala, Punjab",3666666.6666666665,DHA Defence,DHA Defence
Buy A Good Location 6 Marla House For Sale In DHA Sector A - Rachna Villas,2.1 Crore,21000000.0,6.0 Marla,6.0,https://www.zameen.com/Property/dha_sector_a_dha_sector_a_-_rachna_villas_buy_a_good_location_6_marla_house_for_sale_in_dha_sector_a_-_rachna_villas-54512530-21898-1.html,Gujranwala,House,4.0,4.0,"DHA Defence, Gujranwala, Punjab",3500000.0,DHA Defence,DHA Defence
Ideal Good Location House For Sale In DHA Sector A - Rachna Villas,2.05 Crore,20500000.0,6.0 Marla,6.0,https://www.zameen.com/Property/dha_sector_a_dha_sector_a_-_rachna_villas_ideal_good_location_house_for_sale_in_dha_sector_a_-_rachna_villas-54512529-21898-1.html,Gujranwala,House,4.0,4.0,"DHA Defence, Gujranwala, Punjab",3416666.6666666665,DHA Defence,DHA Defence
"Reasonably-Priced Good Location 5 Marla House In DHA Sector A - Rachna Villas, Gujranwala Is Available As Of Now",1.75 Crore,17500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/dha_sector_a_dha_sector_a_-_rachna_villas_reasonably-priced_good_location_5_marla_house_in_dha_sector_a_-_rachna_villas_gujranwala_is_available_as_of_now-54512528-21898-1.html,Gujranwala,House,3.0,4.0,"DHA Defence, Gujranwala, Punjab",3500000.0,DHA Defence,DHA Defence
Good Location House Of 5 Marla For Sale In DHA Sector A - Rachna Villas,1.65 Crore,16500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/dha_sector_a_dha_sector_a_-_rachna_villas_good_location_house_of_5_marla_for_sale_in_dha_sector_a_-_rachna_villas-54512526-21898-1.html,Gujranwala,House,3.0,4.0,"DHA Defence, Gujranwala, Punjab",3300000.0,DHA Defence,DHA Defence
Get An Attractive Good Location House In Gujranwala Under Rs. 17000000,1.7 Crore,17000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/dha_sector_a_dha_sector_a_-_rachna_villas_get_an_attractive_good_location_house_in_gujranwala_under_rs_17000000-54512527-21898-1.html,Gujranwala,House,3.0,4.0,"DHA Defence, Gujranwala, Punjab",3400000.0,DHA Defence,DHA Defence
Good Location 5 Marla House In Beautiful Location Of DHA Sector A - Rachna Villas In Gujranwala,1.6 Crore,16000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/dha_sector_a_dha_sector_a_-_rachna_villas_good_location_5_marla_house_in_beautiful_location_of_dha_sector_a_-_rachna_villas_in_gujranwala-54512524-21898-1.html,Gujranwala,House,3.0,4.0,"DHA Defence, Gujranwala, Punjab",3200000.0,DHA Defence,DHA Defence
Ready To Sale A Good Location House 5 Marla In DHA Sector A - Rachna Villas Gujranwala,1.55 Crore,15500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/dha_sector_a_dha_sector_a_-_rachna_villas_ready_to_sale_a_good_location_house_5_marla_in_dha_sector_a_-_rachna_villas_gujranwala-54512523-21898-1.html,Gujranwala,House,3.0,4.0,"DHA Defence, Gujranwala, Punjab",3100000.0,DHA Defence,DHA Defence
"Ideal Good Location 6 Marla House Available In DHA Sector A - Rachna Villas, Gujranwala",1.95 Crore,19500000.0,6.0 Marla,6.0,https://www.zameen.com/Property/dha_sector_a_dha_sector_a_-_rachna_villas_ideal_good_location_6_marla_house_available_in_dha_sector_a_-_rachna_villas_gujranwala-53031884-21898-1.html,Gujranwala,House,4.0,3.0,"DHA Defence, Gujranwala, Punjab",3250000.0,DHA Defence,DHA Defence
Good Location House Spread Over 10 Marla In DHA Sector A - Rachna Villas Available,3.3 Crore,33000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/dha_sector_a_dha_sector_a_-_rachna_villas_good_location_house_spread_over_10_marla_in_dha_sector_a_-_rachna_villas_available-53031885-21898-1.html,Gujranwala,House,5.0,4.0,"DHA Defence, Gujranwala, Punjab",3300000.0,DHA Defence,DHA Defence
Grey Structure 5 Marla House Available In Citi Housing Phase 3 - Block FF For sale,1.2 Crore,12000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/citi_housing_phase_3_citi_housing_phase_3_-_block_ff_grey_structure_5_marla_house_available_in_citi_housing_phase_3_-_block_ff_for_sale-54413847-21884-1.html,Gujranwala,House,4.0,4.0,"Citi Housing Society, Gujranwala, Punjab",2400000.0,Citi Housing Society,Citi Housing Society
Ready To Buy 5 Marla House For Sale Block A Extension Hot Location,1.56 Crore,15600000.0,5.0 Marla,5.0,https://www.zameen.com/Property/citi_housing_society_citi_housing_society_-_block_a_extension_ready_to_buy_5_marla_house_for_sale_block_a_extension_hot_location-53738063-16889-1.html,Sialkot,House,4.0,5.0,"Citi Housing Society, Sialkot, Punjab",3120000.0,Citi Housing Society,Citi Housing Society
A-Extension 5 Marla Brand New House For Sale Hot Location,2.1 Crore,21000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/sialkot_citi_housing_society_a-extension_5_marla_brand_new_house_for_sale_hot_location-54138003-8221-1.html,Sialkot,House,4.0,4.0,"Citi Housing Society, Sialkot, Punjab",4200000.0,Citi Housing Society,Citi Housing Society
Beautiful Full House Making With Good Materials,4.65 Crore,46500000.0,10.0 Marla,10.0,https://www.zameen.com/Property/ghalib_road_diamond_city_beautiful_full_house_making_with_good_materials-54052619-16537-1.html,Sialkot,House,5.0,6.0,"Ghalib Road, Sialkot, Punjab",4650000.0,Ghalib Road,Ghalib Road
10 Marla Elite Class New House Available For Sale,4.38 Crore,43800000.0,10.0 Marla,10.0,https://www.zameen.com/Property/sialkot_citi_housing_society_-_block_b_10_marla_elite_class_new_house_available_for_sale-54463993-14601-1.html,Sialkot,House,5.0,6.0,"Citi Housing Society, Sialkot, Punjab",4380000.0,Citi Housing Society,Citi Housing Society
Architectural Brilliance: Brand New 5 Marla Luxury House For Sale,1.9 Crore,19000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/sialkot_citi_housing_society_architectural_brilliance_brand_new_5_marla_luxury_house_for_sale-54409570-8221-1.html,Sialkot,House,3.0,4.0,"Citi Housing Society, Sialkot, Punjab",3800000.0,Citi Housing Society,Citi Housing Society
10 Marla Brand New House Available for Sale.,3.1 Crore,31000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/sialkot_citi_housing_society_10_marla_brand_new_house_available_for_sale-54510090-8221-1.html,Sialkot,House,5.0,6.0,"Citi Housing Society, Sialkot, Punjab",3100000.0,Citi Housing Society,Citi Housing Society
House For Sale At Diamond City Sialkot,2.6 Crore,26000000.0,6.0 Marla,6.0,https://www.zameen.com/Property/ghalib_road_diamond_city_house_for_sale_at_diamond_city_sialkot-54592760-16537-1.html,Sialkot,House,4.0,5.0,"Ghalib Road, Sialkot, Punjab",4333333.333333333,Ghalib Road,Ghalib Road
10 Marla Brand New House For Sale In Citi Housing Sialkot,2.75 Crore,27500000.0,10.0 Marla,10.0,https://www.zameen.com/Property/sialkot_citi_housing_society_10_marla_brand_new_house_for_sale_in_citi_housing_sialkot-53737940-8221-1.html,Sialkot,House,5.0,6.0,"Citi Housing Society, Sialkot, Punjab",2750000.0,Citi Housing Society,Citi Housing Society
10 Marla Brand New Luxury House For Sale A-Ext,3.7 Crore,37000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/sialkot_citi_housing_society_10_marla_brand_new_luxury_house_for_sale_a-ext-52489467-8221-1.html,Sialkot,House,5.0,5.0,"Citi Housing Society, Sialkot, Punjab",3700000.0,Citi Housing Society,Citi Housing Society
Modern Double-Storey House for Sale | Elegant Front Elevation,2.0 Crore,20000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/wazirabad_road_canal_city_housing_society_modern_double-storey_house_for_sale_elegant_front_elevation-54628596-14368-1.html,Sialkot,House,4.0,5.0,"Wazirabad Road, Sialkot, Punjab",4000000.0,Wazirabad Road,Wazirabad Road
5 Marla Fully Modern House For Sale Prime Location Modern Design,2.0 Crore,20000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/sialkot_citi_housing_society_5_marla_fully_modern_house_for_sale_prime_location_modern_design-54629784-8221-1.html,Sialkot,House,4.0,4.0,"Citi Housing Society, Sialkot, Punjab",4000000.0,Citi Housing Society,Citi Housing Society
5 Marla Brand New Luxury House For Sale,2.2 Crore,22000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/citi_housing_society_citi_housing_society_-_block_a_extension_5_marla_brand_new_luxury_house_for_sale-54338118-16889-1.html,Sialkot,House,3.0,4.0,"Citi Housing Society, Sialkot, Punjab",4400000.0,Citi Housing Society,Citi Housing Society
5 Marla Brand New Modern House Available For Sale,2.4 Crore,24000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/sialkot_citi_housing_society_-_block_b_5_marla_brand_new_modern_house_available_for_sale-54337414-14601-1.html,Sialkot,House,3.0,4.0,"Citi Housing Society, Sialkot, Punjab",4800000.0,Citi Housing Society,Citi Housing Society
5 Marla Quality Construct House For Sale .,2.25 Crore,22500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/sialkot_citi_housing_society_5_marla_quality_construct_house_for_sale-54165011-8221-1.html,Sialkot,House,4.0,5.0,"Citi Housing Society, Sialkot, Punjab",4500000.0,Citi Housing Society,Citi Housing Society
10 Marla Modern House Quality Construction Available For Sale !,4.5 Crore,45000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/sialkot_citi_housing_society_10_marla_modern_house_quality_construction_available_for_sale-53881249-8221-1.html,Sialkot,House,5.0,6.0,"Citi Housing Society, Sialkot, Punjab",4500000.0,Citi Housing Society,Citi Housing Society
5 Marla Brand New Facing Park B Block House For Sale !,2.45 Crore,24500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/sialkot_citi_housing_society_-_block_b_5_marla_brand_new_facing_park_b_block_house_for_sale-54151375-14601-1.html,Sialkot,House,4.0,5.0,"Citi Housing Society, Sialkot, Punjab",4900000.0,Citi Housing Society,Citi Housing Society
5 Marla Brand New House For Sale AA-Extension,1.75 Crore,17500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/sialkot_citi_housing_society_5_marla_brand_new_house_for_sale_aa-extension-52510632-8221-1.html,Sialkot,House,4.0,4.0,"Citi Housing Society, Sialkot, Punjab",3500000.0,Citi Housing Society,Citi Housing Society
B-Block Brand New House For Sale On Prime Location,2.4 Crore,24000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/sialkot_citi_housing_society_b-block_brand_new_house_for_sale_on_prime_location-52937940-8221-1.html,Sialkot,House,4.0,5.0,"Citi Housing Society, Sialkot, Punjab",4800000.0,Citi Housing Society,Citi Housing Society
A-Ext 5 Marla Brand New House For Sale Prime Location,2.1 Crore,21000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/sialkot_citi_housing_society_a-ext_5_marla_brand_new_house_for_sale_prime_location-52913739-8221-1.html,Sialkot,House,4.0,4.0,"Citi Housing Society, Sialkot, Punjab",4200000.0,Citi Housing Society,Citi Housing Society
10 Marla Double Story House for Sale Prime Location,5.0 Crore,50000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/ghalib_road_diamond_city_10_marla_double_story_house_for_sale_prime_location-54564560-16537-1.html,Sialkot,House,5.0,5.0,"Ghalib Road, Sialkot, Punjab",5000000.0,Ghalib Road,Ghalib Road
5 Marla New House Available For Sale,2.3 Crore,23000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/citi_housing_society_citi_housing_society_-_block_a_extension_5_marla_new_house_available_for_sale-54353346-16889-1.html,Sialkot,House,4.0,4.0,"Citi Housing Society, Sialkot, Punjab",4600000.0,Citi Housing Society,Citi Housing Society
10 Marla Beautiful House For Sale,4.3 Crore,43000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/citi_housing_society_citi_housing_society_-_block_g_10_marla_beautiful_house_for_sale-54464089-14608-1.html,Sialkot,House,5.0,6.0,"Citi Housing Society, Sialkot, Punjab",4300000.0,Citi Housing Society,Citi Housing Society
"3.5 Marla New Beautiful House At RIZWAN TOWN, BOOTA ROAD, Near Model Town, Capital Road 4 Sale",1.35 Crore,13500000.0,3.5 Marla,3.5,https://www.zameen.com/Property/sialkot_dinpura_3_5_marla_new_beautiful_house_at_rizwan_town_boota_road_near_model_town_capital_road_4_sale-47305861-6265-1.html,Sialkot,House,4.0,3.0,"Dinpura, Sialkot, Punjab",3857142.8571428573,Dinpura,Other
"5 Marla New Double Storey Beautiful House Besides MB Villas, BOOTA ROAD, Street # 7 At Near Kashmir Road 4 Sale",1.85 Crore,18500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/kashmir_road_mb_villas_5_marla_new_double_storey_beautiful_house_besides_mb_villas_boota_road_street_7_at_near_kashmir_road_4_sale-50550559-13374-1.html,Sialkot,House,4.0,3.0,"Kashmir Road, Sialkot, Punjab",3700000.0,Kashmir Road,Other
Luxury House Available For Sale,3.75 Crore,37500000.0,10.0 Marla,10.0,https://www.zameen.com/Property/citi_housing_society_citi_housing_society_-_block_a_extension_luxury_house_available_for_sale-52328213-16889-1.html,Sialkot,House,5.0,5.0,"Citi Housing Society, Sialkot, Punjab",3750000.0,Citi Housing Society,Citi Housing Society
(Direct Owner) 5 Marla Brand New House Available For Sale,2.05 Crore,20500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/citi_housing_society_citi_housing_society_-_block_a_extension_direct_owner_5_marla_brand_new_house_available_for_sale-54277762-16889-1.html,Sialkot,House,3.0,4.0,"Citi Housing Society, Sialkot, Punjab",4100000.0,Citi Housing Society,Citi Housing Society
5 Marla Modern House At 75 Feet Street Available.,2.35 Crore,23500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/citi_housing_society_citi_housing_society_-_block_a_extension_5_marla_modern_house_at_75_feet_street_available-54495512-16889-1.html,Sialkot,House,3.0,4.0,"Citi Housing Society, Sialkot, Punjab",4700000.0,Citi Housing Society,Citi Housing Society
Brand New Five Marla House Available For Sale In Citi Housing Societies Sialkot,1.75 Crore,17500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/citi_housing_society_citi_housing_society_-_block_a_extension_brand_new_five_marla_house_available_for_sale_in_citi_housing_societies_sialkot-53938155-16889-1.html,Sialkot,House,3.0,4.0,"Citi Housing Society, Sialkot, Punjab",3500000.0,Citi Housing Society,Citi Housing Society
10 Marla Quality Construction House For Sale in B Block Citi Housing!,5.0 Crore,50000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/sialkot_citi_housing_society_10_marla_quality_construction_house_for_sale_in_b_block_citi_housing-54587125-8221-1.html,Sialkot,House,6.0,6.0,"Citi Housing Society, Sialkot, Punjab",5000000.0,Citi Housing Society,Citi Housing Society
Brand New 5 Marla Ultra Modern House for Sale in Prime Location,2.5 Crore,25000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/sialkot_citi_housing_society_brand_new_5_marla_ultra_modern_house_for_sale_in_prime_location-54494998-8221-1.html,Sialkot,House,5.0,4.0,"Citi Housing Society, Sialkot, Punjab",5000000.0,Citi Housing Society,Citi Housing Society
10 Marla Luxury Pair House Available For Sale In A Extension Citi Housing Sialkot,4.75 Crore,47500000.0,10.0 Marla,10.0,https://www.zameen.com/Property/sialkot_citi_housing_society_10_marla_luxury_pair_house_available_for_sale_in_a_extension_citi_housing_sialkot-54583758-8221-1.html,Sialkot,House,5.0,6.0,"Citi Housing Society, Sialkot, Punjab",4750000.0,Citi Housing Society,Citi Housing Society
B-Extension 5 Marla Double Heighted House.,2.5 Crore,25000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/sialkot_citi_housing_society_b-extension_5_marla_double_heighted_house-54161034-8221-1.html,Sialkot,House,4.0,4.0,"Citi Housing Society, Sialkot, Punjab",5000000.0,Citi Housing Society,Citi Housing Society
5 Marla Double Heighted Luxury House For Sale A-Extension.,2.0 Crore,20000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/sialkot_citi_housing_society_5_marla_double_heighted_luxury_house_for_sale_a-extension-52875872-8221-1.html,Sialkot,House,4.0,4.0,"Citi Housing Society, Sialkot, Punjab",4000000.0,Citi Housing Society,Citi Housing Society
AA-Ext 5 Marla Brand New House For Sale (Facing Park),1.75 Crore,17500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/sialkot_citi_housing_society_aa-ext_5_marla_brand_new_house_for_sale_facing_park-52705486-8221-1.html,Sialkot,House,4.0,4.0,"Citi Housing Society, Sialkot, Punjab",3500000.0,Citi Housing Society,Citi Housing Society
A-Ext 5 Marla Double Heighted House For Sale,2.0 Crore,20000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/sialkot_citi_housing_society_a-ext_5_marla_double_heighted_house_for_sale-54160830-8221-1.html,Sialkot,House,3.0,4.0,"Citi Housing Society, Sialkot, Punjab",4000000.0,Citi Housing Society,Citi Housing Society
10 Marla Brand New Modern House For Sale ( A-Extension ).,3.8 Crore,38000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/sialkot_citi_housing_society_10_marla_brand_new_modern_house_for_sale_a-extension-54160065-8221-1.html,Sialkot,House,5.0,5.0,"Citi Housing Society, Sialkot, Punjab",3800000.0,Citi Housing Society,Citi Housing Society
F Block 10 Marla Brand New House | 10KW Solar | Green Meter | Furnished Option,3.99 Crore,39900000.0,10.0 Marla,10.0,https://www.zameen.com/Property/sialkot_citi_housing_society_f_block_10_marla_brand_new_house_10kw_solar_green_meter_furnished_option-54573345-8221-1.html,Sialkot,House,5.0,5.0,"Citi Housing Society, Sialkot, Punjab",3990000.0,Citi Housing Society,Citi Housing Society
A-Ext 10 Marla Brand New House For Sale,4.8 Crore,48000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/sialkot_citi_housing_society_a-ext_10_marla_brand_new_house_for_sale-54636946-8221-1.html,Sialkot,House,5.0,5.0,"Citi Housing Society, Sialkot, Punjab",4800000.0,Citi Housing Society,Citi Housing Society
AA-Ext 5 Marla Double Heighted House For Sale,1.95 Crore,19500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/sialkot_citi_housing_society_aa-ext_5_marla_double_heighted_house_for_sale-54637192-8221-1.html,Sialkot,House,4.0,4.0,"Citi Housing Society, Sialkot, Punjab",3900000.0,Citi Housing Society,Citi Housing Society
B-Extension 5 Marla House For Sale,2.1 Crore,21000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/sialkot_citi_housing_society_b-extension_5_marla_house_for_sale-54640470-8221-1.html,Sialkot,House,4.0,4.0,"Citi Housing Society, Sialkot, Punjab",4200000.0,Citi Housing Society,Citi Housing Society
10 Marla Luxury House For Sale In A-Extension,4.5 Crore,45000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/sialkot_citi_housing_society_10_marla_luxury_house_for_sale_in_a-extension-54160455-8221-1.html,Sialkot,House,5.0,5.0,"Citi Housing Society, Sialkot, Punjab",4500000.0,Citi Housing Society,Citi Housing Society
10 M Most Luxurious Double Heights House For Sale In Citi Housing Sialkot,5.5 Crore,55000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/citi_housing_society_citi_housing_society_-_aa_extension_10_m_most_luxurious_double_heights_house_for_sale_in_citi_housing_sialkot-53486695-22035-1.html,Sialkot,House,5.0,6.0,"Citi Housing Society, Sialkot, Punjab",5500000.0,Citi Housing Society,Citi Housing Society
